DR_NO,Date Rptd,DATE OCC,TIME OCC,newdate,formatted_newdate,serialdate,day,month,year,weekday,time_text,time_serial,time,time,date_time,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201909612,5/9/20 0:00,5/9/20 0:00,200,05/09/2020,05/09/2020,43960,9,5,2020,Sat,0.083333333,02:00,2:00 AM,2:00 AM,05/09/2020 0.0833333333333333,19,Mission,1906,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913,54,M,W,501,SINGLE FAMILY DWELLING,512,MACE/PEPPER SPRAY,AO,Adult Other,236,,,,13400    ALMETZ                       ST,,34.3275,-118.4247
201811989,6/1/20 0:00,6/1/20 0:00,1150,06/01/2020,06/01/2020,43983,1,6,2020,Tue,0.493055556,11:50,11:50 AM,11:50 AM,06/01/2020 0.493055555555556,18,Southeast,1846,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0408 0906,19,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,1200 E  IMPERIAL                     HY,,0,0
201110170,6/6/20 0:00,6/6/20 0:00,933,06/06/2020,06/06/2020,43988,6,6,2020,Wed,0.397916667,09:33,9:33 AM,9:33 AM,06/06/2020 0.397916666666667,11,Northeast,1172,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1243 0416,34,M,W,121,YARD (RESIDENTIAL/BUSINESS),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,1700    SILVER LAKE                  BL,,34.0893,-118.2685
202110056,6/2/20 0:00,6/1/20 0:00,2000,06/02/2020,06/02/2020,43984,2,6,2020,Thu,0.833333333,20:00,8:00 PM,8:00 PM,06/02/2020 0.833333333333333,21,Topanga,2148,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0431 2000 1814 0913,38,M,H,501,SINGLE FAMILY DWELLING,512,MACE/PEPPER SPRAY,AA,Adult Arrest,236,,,,20200    SCHOOLCRAFT                  ST,,34.1966,-118.5732
201910324,5/27/20 0:00,5/25/20 0:00,200,05/27/2020,05/27/2020,43978,27,5,2020,Sat,0.083333333,02:00,2:00 AM,2:00 AM,05/27/2020 0.0833333333333333,19,Mission,1963,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0422 1814 2000 0416 0407,24,F,H,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,221,GLASS,IC,Invest Cont,236,,,,14600    PLUMMER                      ST,,34.2454,-118.4505
201009236,5/21/20 0:00,5/21/20 0:00,1125,05/21/2020,05/21/2020,43972,21,5,2020,Fri,0.475694444,11:25,11:25 AM,11:25 AM,05/21/2020 0.475694444444444,10,West Valley,1023,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0431 0913,40,M,H,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,236,,,,WILBUR                       AV,VICTORY                      BL,34.1944,-118.5486
201908883,4/18/20 0:00,4/18/20 0:00,1900,04/18/2020,04/18/2020,43939,18,4,2020,Thu,0.791666667,19:00,7:00 PM,7:00 PM,04/18/2020 0.791666666666667,19,Mission,1921,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1813 0408 0448 0416 0429,30,F,H,510,NURSING/CONVALESCENT/RETIREMENT HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,12700    ENCINITAS                    AV,,34.3007,-118.4747
201214170,6/5/20 0:00,6/5/20 0:00,130,06/05/2020,06/05/2020,43987,5,6,2020,Fri,0.0625,01:30,1:30 AM,1:30 AM,06/05/2020 0.0625,12,77th Street,1211,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0408 0400 0416 1814 2000,40,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,626,,,5300    7TH                          AV,,33.9941,-118.3247
200509749,5/21/20 0:00,5/20/20 0:00,300,05/21/2020,05/21/2020,43972,21,5,2020,Tue,0.125,03:00,3:00 AM,3:00 AM,05/21/2020 0.125,5,Harbor,521,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0344 0913 2034 0377 2000 0448 2004 0416 1814,20,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,GAFFEY                       ST,CAPITOL,33.7592,-118.2926
200611072,6/5/20 0:00,6/5/20 0:00,815,06/05/2020,06/05/2020,43987,5,6,2020,Wed,0.34375,08:15,8:15 AM,8:15 AM,06/05/2020 0.34375,6,Hollywood,647,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0416 1218 2004,37,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,EL CENTRO                    AV,SUNSET                       BL,34.098,-118.3237
202110055,6/2/20 0:00,6/2/20 0:00,330,06/02/2020,06/02/2020,43984,2,6,2020,Fri,0.145833333,03:30,3:30 AM,3:30 AM,06/02/2020 0.145833333333333,21,Topanga,2148,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0445 1813 2000 1402 0913 0431,38,M,H,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,236,998,,,20200    SCHOOLCRAFT                  ST,,34.1966,-118.5732
202009955,5/20/20 0:00,5/20/20 0:00,520,05/20/2020,05/20/2020,43971,20,5,2020,Thu,0.222222222,05:20,5:20 AM,5:20 AM,05/20/2020 0.222222222222222,20,Olympic,2019,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0913 1243 0411 0334 1402 1310,30,F,H,108,PARKING LOT,204,FOLDING KNIFE,AA,Adult Arrest,236,910,998,,3600    BEVERLY                      BL,,34.0749,-118.2868
200312334,6/5/20 0:00,6/5/20 0:00,1620,06/05/2020,06/05/2020,43987,5,6,2020,Sat,0.680555556,16:20,4:20 PM,4:20 PM,06/05/2020 0.680555555555555,3,Southwest,363,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0416 1814 2000,28,F,W,752,FIRE STATION,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,4100    PALMYRA                      RD,,34.0149,-118.3436
201214083,6/4/20 0:00,6/4/20 0:00,300,06/04/2020,06/04/2020,43986,4,6,2020,Mon,0.125,03:00,3:00 AM,3:00 AM,06/04/2020 0.125,12,77th Street,1255,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0408 0416 1814 0448,20,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,7500    DALTON                       AV,,33.9718,-118.3035
201909366,5/2/20 0:00,5/2/20 0:00,1245,05/02/2020,05/02/2020,43953,2,5,2020,Fri,0.53125,12:45,12:45 PM,12:45 PM,05/02/2020 0.53125,19,Mission,1971,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1813 0913 0387 0411 2000,24,F,W,108,PARKING LOT,204,FOLDING KNIFE,AO,Adult Other,236,,,,NORDHOFF                     ST,SEPULVEDA                    BL,34.2356,-118.4676
200112166,5/25/20 0:00,5/25/20 0:00,1750,05/25/2020,05/25/2020,43976,25,5,2020,Wed,0.743055556,17:50,5:50 PM,5:50 PM,05/25/2020 0.743055555555555,1,Central,165,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0408 0448 1218 0913 2004,36,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,6TH                          ST,MAPLE                        AV,34.0439,-118.2479
201907218,3/6/20 0:00,3/5/20 0:00,1818,03/06/2020,03/06/2020,43896,6,3,2020,Thu,0.7625,18:18,6:18 PM,6:18 PM,03/06/2020 0.7625,19,Mission,1984,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0400 0416 0906,18,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,8300    WILLIS                       AV,,34.2215,-118.4553
201709072,5/13/20 0:00,5/13/20 0:00,1800,05/13/2020,05/13/2020,43964,13,5,2020,Thu,0.75,18:00,6:00 PM,6:00 PM,05/13/2020 0.75,17,Devonshire,1795,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2002 1821 2000 1813 0913 0416,51,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,17100    ROSCOE                       BL,,34.2248,-118.5151
200311673,5/21/20 0:00,5/21/20 0:00,2155,05/21/2020,05/21/2020,43972,21,5,2020,Sun,0.913194444,21:55,9:55 PM,9:55 PM,05/21/2020 0.913194444444445,3,Southwest,332,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1402 2000 0913 0329 0334 0411 0449 1813 1814 1202,62,M,B,501,SINGLE FAMILY DWELLING,205,KITCHEN KNIFE,AA,Adult Arrest,236,,,,4300    EXPOSITION                   BL,,34.0238,-118.3423
201007726,4/2/20 0:00,4/2/20 0:00,930,04/02/2020,04/02/2020,43923,2,4,2020,Sat,0.395833333,09:30,9:30 AM,9:30 AM,04/02/2020 0.395833333333333,10,West Valley,1049,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0416 0448 0408 1814,24,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,WOODLEY                      AV,VICTORY                      BL,34.1867,-118.4836
201009774,6/7/20 0:00,6/7/20 0:00,950,06/07/2020,06/07/2020,43989,7,6,2020,Sat,0.409722222,09:50,9:50 AM,9:50 AM,06/07/2020 0.409722222222222,10,West Valley,1083,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 1813 0444 0429 1309,46,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,18800    LA AMISTAD                   PL,,34.1534,-118.5418
200611111,6/6/20 0:00,6/4/20 0:00,1300,06/06/2020,06/06/2020,43988,6,6,2020,Thu,0.541666667,13:00,1:00 PM,1:00 PM,06/06/2020 0.541666666666667,6,Hollywood,638,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0429 0408,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,1700 N  WILTON                       PL,,34.1017,-118.3136
201300764,5/30/20 0:00,5/30/20 0:00,330,05/30/2020,05/30/2020,43981,30,5,2020,Wed,0.145833333,03:30,3:30 AM,3:30 AM,05/30/2020 0.145833333333333,13,Newton,1323,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 2000 0913 2004 1218 1402,29,M,H,101,STREET,304,CLUB/BAT,IC,Invest Cont,236,998,,,CENTRAL                      AV,27TH                         ST,34.0178,-118.2553
200210962,6/4/20 0:00,6/4/20 0:00,1615,06/04/2020,06/04/2020,43986,4,6,2020,Fri,0.677083333,16:15,4:15 PM,4:15 PM,06/04/2020 0.677083333333333,2,Rampart,275,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1814 1402 0334 0432 0411 0445 2047,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AO,Adult Other,236,998,,,1600 W  11TH                         ST,,34.0506,-118.2769
202010529,6/3/20 0:00,6/3/20 0:00,2300,06/03/2020,06/03/2020,43985,3,6,2020,Sun,0.958333333,23:00,11:00 PM,11:00 PM,06/03/2020 0.958333333333333,20,Olympic,2016,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0432 1814 0913 0344 0408,25,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,200 S  ALEXANDRIA                   AV,,34.0712,-118.2979
201411571,5/29/20 0:00,5/28/20 0:00,2245,05/29/2020,05/29/2020,43980,29,5,2020,Sat,0.947916667,22:45,10:45 PM,10:45 PM,05/29/2020 0.947916666666667,14,Pacific,1464,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0408 0400 0416 2033 0913,31,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,5800    SEAWALK                      DR,,33.9724,-118.4264
201214226,6/7/20 0:00,6/7/20 0:00,30,06/07/2020,06/07/2020,43989,7,6,2020,Sat,0.020833333,00:30,12:30 AM,12:30 AM,06/07/2020 0.0208333333333333,12,77th Street,1266,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0400 0416 1814 2000,43,F,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,600 W  81ST                         ST,,33.9656,-118.2842
201812207,6/6/20 0:00,6/6/20 0:00,645,06/06/2020,06/06/2020,43988,6,6,2020,Sat,0.28125,06:45,6:45 AM,6:45 AM,06/06/2020 0.28125,18,Southeast,1806,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 1243 0913 0416 1202,60,M,B,501,SINGLE FAMILY DWELLING,302,BLUNT INSTRUMENT,IC,Invest Cont,236,,,,600 E  89TH                         ST,,33.9556,-118.2651
201812088,5/30/20 0:00,5/30/20 0:00,1700,05/30/2020,05/30/2020,43981,30,5,2020,Sun,0.708333333,17:00,5:00 PM,5:00 PM,05/30/2020 0.708333333333333,18,Southeast,1829,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1814 0416 0421,52,M,B,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,IC,Invest Cont,236,,,,2000 E  101ST                        ST,,33.9449,-118.2367
201009771,6/6/20 0:00,6/6/20 0:00,1630,06/06/2020,06/06/2020,43988,6,6,2020,Thu,0.6875,16:30,4:30 PM,4:30 PM,06/06/2020 0.6875,10,West Valley,1023,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1814 0449 2000 0421 0334 2002 1206,44,F,H,109,PARK/PLAYGROUND,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,236,,,,WILBUR,VANOWEN,34.1939,-118.5448
200113011,6/7/20 0:00,5/31/20 0:00,1530,06/07/2020,06/07/2020,43989,7,6,2020,Fri,0.645833333,15:30,3:30 PM,3:30 PM,06/07/2020 0.645833333333333,1,Central,161,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0907 2000 1814 0444 0408 0400 0913,31,F,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,800    FRANCISCO                    ST,,34.0487,-118.2627
202008212,4/2/20 0:00,4/2/20 0:00,1410,04/02/2020,04/02/2020,43923,2,4,2020,Sun,0.590277778,14:10,2:10 PM,2:10 PM,04/02/2020 0.590277777777778,20,Olympic,2015,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1309 0913 0448 0329 0432 0422 2000,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,200 N  KENMORE                      AV,,34.0746,-118.2966
200312348,6/5/20 0:00,6/4/20 0:00,700,06/05/2020,06/05/2020,43987,5,6,2020,Wed,0.291666667,07:00,7:00 AM,7:00 AM,06/05/2020 0.291666666666667,3,Southwest,395,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 1310 0416 0446 0443 0913,30,F,B,501,SINGLE FAMILY DWELLING,216,SCISSORS,IC,Invest Cont,236,,,,VERNON                       AV,VAN NESS                     AV,34.0037,-118.3171
201310997,5/17/20 0:00,5/17/20 0:00,1300,05/17/2020,05/17/2020,43968,17,5,2020,Sun,0.541666667,13:00,1:00 PM,1:00 PM,05/17/2020 0.541666666666667,13,Newton,1372,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1402 1814 0416 0445 0913,59,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,236,998,,,MAIN                         ST,54TH                         ST,33.9934,-118.2739
200210691,5/27/20 0:00,5/27/20 0:00,1830,05/27/2020,05/27/2020,43978,27,5,2020,Sun,0.770833333,18:30,6:30 PM,6:30 PM,05/27/2020 0.770833333333333,2,Rampart,269,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1402 2004 0913 2003 2000 1814 0344 0411,56,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,236,998,,,700    GARLAND                      AV,,34.0517,-118.2663
201110412,6/14/20 0:00,6/13/20 0:00,2200,06/14/2020,06/14/2020,43996,14,6,2020,Wed,0.916666667,22:00,10:00 PM,10:00 PM,06/14/2020 0.916666666666667,11,Northeast,1161,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 0448 0444 0408 1814,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,1100 N  KENMORE                      AV,,34.0909,-118.2974
201910947,6/14/20 0:00,6/14/20 0:00,1130,06/14/2020,06/14/2020,43996,14,6,2020,Mon,0.479166667,11:30,11:30 AM,11:30 AM,06/14/2020 0.479166666666667,19,Mission,1961,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1402 1814 0913 0407,44,M,H,505,MOTEL,506,FIRE,AO,Adult Other,236,998,,,9100 N  SEPULVEDA                    BL,,34.2427,-118.4702
200312554,6/10/20 0:00,6/10/20 0:00,1600,06/10/2020,06/10/2020,43992,10,6,2020,Sat,0.666666667,16:00,4:00 PM,4:00 PM,06/10/2020 0.666666666666667,3,Southwest,393,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0444,35,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,2800 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.3232
201808947,3/30/20 0:00,3/30/20 0:00,2130,03/30/2020,03/30/2020,43920,30,3,2020,Fri,0.895833333,21:30,9:30 PM,9:30 PM,03/30/2020 0.895833333333333,18,Southeast,1823,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 1240 0448 0408 1300 0416 0906,19,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,AVALON,92ND                         ST,33.947,-118.2684
200211320,6/13/20 0:00,6/13/20 0:00,1300,06/13/2020,06/13/2020,43995,13,6,2020,Mon,0.541666667,13:00,1:00 PM,1:00 PM,06/13/2020 0.541666666666667,2,Rampart,236,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 0913 0444 0408 0305 1218 2004 0340 1222 2000,26,M,H,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,2000 W  3RD                          ST,,34.0657,-118.268
201604965,1/24/20 0:00,1/21/20 0:00,1,01/24/2020,01/24/2020,43854,24,1,2020,Thu,0.000694444,00:01,12:01 AM,12:01 AM,01/24/2020 0.000694444444444444,16,Foothill,1653,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1415 2000 0416 0417 0913 1814 0408 1402,27,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,998,,,12900    KAMLOOPS                     ST,,34.2539,-118.4135
201812294,6/8/20 0:00,6/8/20 0:00,300,06/08/2020,06/08/2020,43990,8,6,2020,Mon,0.125,03:00,3:00 AM,3:00 AM,06/08/2020 0.125,18,Southeast,1823,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1402 1300 0416 0445 1814 2000,59,M,H,108,PARKING LOT,304,CLUB/BAT,AO,Adult Other,236,998,,,101ST                        ST,SAN PEDRO,33.9447,-118.2695
200409711,6/11/20 0:00,6/11/20 0:00,1830,06/11/2020,06/11/2020,43993,11,6,2020,Fri,0.770833333,18:30,6:30 PM,6:30 PM,06/11/2020 0.770833333333333,4,Hollenbeck,422,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0416 0400 1814,59,F,H,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236,,,,2600 N  BROADWAY,,34.0736,-118.2156
201511004,6/8/20 0:00,6/8/20 0:00,40,06/08/2020,06/08/2020,43990,8,6,2020,Sat,0.027777778,00:40,12:40 AM,12:40 AM,06/08/2020 0.0277777777777778,15,N Hollywood,1544,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 2000 1813 0913 0447 1420,53,M,H,501,SINGLE FAMILY DWELLING,221,GLASS,AA,Adult Arrest,236,,,,12300 W  RIVERSIDE                    DR,,34.1613,-118.4008
201708899,5/8/20 0:00,5/8/20 0:00,540,05/08/2020,05/08/2020,43959,8,5,2020,Wed,0.236111111,05:40,5:40 AM,5:40 AM,05/08/2020 0.236111111111111,17,Devonshire,1729,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1202 1100 0430 0913 1813 2021 1419 1268 1402,74,M,W,501,SINGLE FAMILY DWELLING,101,REVOLVER,AO,Adult Other,236,998,,,17800    SAN FERNANDO MISSION         BL,,34.2757,-118.5144
202008334,4/4/20 0:00,4/4/20 0:00,1500,04/04/2020,04/04/2020,43925,4,4,2020,Fri,0.625,15:00,3:00 PM,3:00 PM,04/04/2020 0.625,20,Olympic,2097,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0432 2000 0408 0447 0329 1241 1821 1816 0913,58,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,1800 W  20TH                         ST,,34.0382,-118.2983
201812407,6/10/20 0:00,6/10/20 0:00,930,06/10/2020,06/10/2020,43992,10,6,2020,Sun,0.395833333,09:30,9:30 AM,9:30 AM,06/10/2020 0.395833333333333,18,Southeast,1801,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0401 0416,27,M,H,501,SINGLE FAMILY DWELLING,301,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,236,,,,800 W  93RD                         ST,,33.9519,-118.2893
201812471,6/12/20 0:00,6/12/20 0:00,35,06/12/2020,06/12/2020,43994,12,6,2020,Sun,0.024305556,00:35,12:35 AM,12:35 AM,06/12/2020 0.0243055555555556,18,Southeast,1835,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0400 0408 1218 0913 0444,19,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,10400    MARY                         AV,,33.9426,-118.25
200609551,4/26/20 0:00,4/26/20 0:00,420,04/26/2020,04/26/2020,43947,26,4,2020,Sun,0.180555556,04:20,4:20 AM,4:20 AM,04/26/2020 0.180555555555556,6,Hollywood,677,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1402 0913 2000 1814 1313 0416 0429 0419 0448,26,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,998,,,700 N  ST ANDREWS                   PL,,34.0835,-118.3114
201213230,5/17/20 0:00,5/17/20 0:00,2000,05/17/2020,05/17/2020,43968,17,5,2020,Fri,0.833333333,20:00,8:00 PM,8:00 PM,05/17/2020 0.833333333333333,12,77th Street,1215,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0319 1206 2000 1814 0913 1300 0419 0416 2002,25,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,57TH,DENKER,33.9906,-118.3044
200113388,6/14/20 0:00,6/13/20 0:00,2300,06/14/2020,06/14/2020,43996,14,6,2020,Thu,0.958333333,23:00,11:00 PM,11:00 PM,06/14/2020 0.958333333333333,1,Central,158,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1218 2004 0913 1814 0448 0429 0400,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,800 E  6TH                          ST,,34.0408,-118.2428
200910950,6/12/20 0:00,6/12/20 0:00,745,06/12/2020,06/12/2020,43994,12,6,2020,Thu,0.322916667,07:45,7:45 AM,7:45 AM,06/12/2020 0.322916666666667,9,Van Nuys,935,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0408 0913 2002,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,14300    FRIAR                        ST,,34.1857,-118.4444
201812117,6/4/20 0:00,6/4/20 0:00,1615,06/04/2020,06/04/2020,43986,4,6,2020,Tue,0.677083333,16:15,4:15 PM,4:15 PM,06/04/2020 0.677083333333333,18,Southeast,1849,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1243 0408 0444 1813,41,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,1900 E  114TH                        ST,,33.9315,-118.239
201609891,6/11/20 0:00,6/11/20 0:00,1040,06/11/2020,06/11/2020,43993,11,6,2020,Mon,0.444444444,10:40,10:40 AM,10:40 AM,06/11/2020 0.444444444444444,16,Foothill,1651,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1312 1310 0913,4,F,H,101,STREET,311,HAMMER,IC,Invest Cont,236,,,,LAUREL CANYON                BL,BRANFORD,34.2439,-118.4164
201812044,6/2/20 0:00,6/2/20 0:00,2315,06/02/2020,06/02/2020,43984,2,6,2020,Fri,0.96875,23:15,11:15 PM,11:15 PM,06/02/2020 0.96875,18,Southeast,1801,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 0408 1218 0416,32,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,800 W  93RD                         ST,,33.9519,-118.2893
